BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT,YEAR,QUARTER
K000381,2021 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,40,40,2021,1
K000381,2021 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6375,6375,2021,1
K000381,2021 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1319.58,1319.58,2021,1
K000381,2021 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2873,2873,2021,1
K000381,2021 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,251271.16,251271.16,2021,1
K000381,2021 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,251271.16,251271.16,2021,1
K000381,2021 HON. DEREK KILMER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4559.99,4559.99,2021,1
K000381,2021 HON. DEREK KILMER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4559.99,4559.99,2021,1
K000381,2021 HON. DEREK KILMER,INTERN ALLOWANCES,OFFICE TOTALS:,4559.99,4559.99,2021,1
K000394,2021 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-2.68,-2.68,2021,1
K000394,2021 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,262548.85,262548.85,2021,1
K000394,2021 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,5737.53,5737.53,2021,1
K000394,2021 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,454,454,2021,1
K000394,2021 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11135,11135,2021,1
K000394,2021 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,763.89,763.89,2021,1
K000394,2021 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6098.8,6098.8,2021,1
K000394,2021 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,286735.39,286735.39,2021,1
K000394,2021 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,286735.39,286735.39,2021,1
K000394,2021 HON. ANDY KIM,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5776.67,5776.67,2021,1
K000394,2021 HON. ANDY KIM,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5776.67,5776.67,2021,1
K000394,2021 HON. ANDY KIM,INTERN ALLOWANCES,OFFICE TOTALS:,5776.67,5776.67,2021,1
K000397,2021 HON. YOUNG KIM,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-230.6,-230.6,2021,1
K000397,2021 HON. YOUNG KIM,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,179240.25,179240.25,2021,1
K000397,2021 HON. YOUNG KIM,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1545.2,1545.2,2021,1
K000397,2021 HON. YOUNG KIM,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20198.46,20198.46,2021,1
K000397,2021 HON. YOUNG KIM,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,8141.9,8141.9,2021,1
K000397,2021 HON. YOUNG KIM,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10155,10155,2021,1
K000397,2021 HON. YOUNG KIM,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11673.41,11673.41,2021,1
K000397,2021 HON. YOUNG KIM,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1560,1560,2021,1
K000397,2021 HON. YOUNG KIM,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,232283.62,232283.62,2021,1
K000397,2021 HON. YOUNG KIM,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,232283.62,232283.62,2021,1
K000397,2021 HON. YOUNG KIM,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2500,2500,2021,1
K000397,2021 HON. YOUNG KIM,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2500,2500,2021,1
K000397,2021 HON. YOUNG KIM,INTERN ALLOWANCES,OFFICE TOTALS:,2500,2500,2021,1
K000188,2021 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-184.44,-184.44,2021,1
K000188,2021 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,248812.31,248812.31,2021,1
K000188,2021 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5159.11,5159.11,2021,1
K000188,2021 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13781.04,13781.04,2021,1
K000188,2021 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,16.75,16.75,2021,1
K000188,2021 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5775,5775,2021,1
K000188,2021 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1173.75,1173.75,2021,1
K000188,2021 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,750.87,750.87,2021,1
K000188,2021 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,275284.39,275284.39,2021,1
K000188,2021 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,275284.39,275284.39,2021,1
K000188,2021 HON. RON KIND,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5113.33,5113.33,2021,1
K000188,2021 HON. RON KIND,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5113.33,5113.33,2021,1
K000188,2021 HON. RON KIND,INTERN ALLOWANCES,OFFICE TOTALS:,5113.33,5113.33,2021,1
K000378,2021 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1650.73,1650.73,2021,1
K000378,2021 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,265426.04,265426.04,2021,1
K000378,2021 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5070.67,5070.67,2021,1
K000378,2021 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27494.3,27494.3,2021,1
K000378,2021 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2756,2756,2021,1
K000378,2021 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6385,6385,2021,1
K000378,2021 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,859.6,859.6,2021,1
K000378,2021 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1904.72,1904.72,2021,1
K000378,2021 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,311547.06,311547.06,2021,1
K000378,2021 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,311547.06,311547.06,2021,1
K000378,2021 HON. ADAM KINZINGER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4067.6,4067.6,2021,1
K000378,2021 HON. ADAM KINZINGER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4067.6,4067.6,2021,1
K000378,2021 HON. ADAM KINZINGER,INTERN ALLOWANCES,OFFICE TOTALS:,4067.6,4067.6,2021,1
K000368,2021 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-38.74,-38.74,2021,1
K000368,2021 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,272948.2,272948.2,2021,1
K000368,2021 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,931.04,931.04,2021,1
K000368,2021 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17181.46,17181.46,2021,1
K000368,2021 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,126,126,2021,1
K000368,2021 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6155,6155,2021,1
K000368,2021 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,963.84,963.84,2021,1
K000368,2021 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1297.5,1297.5,2021,1
K000368,2021 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,299564.3,299564.3,2021,1
K000368,2021 HON. ANN KIRKPATRICK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,299564.3,299564.3,2021,1
K000368,2021 HON. ANN KIRKPATRICK,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9725,9725,2021,1
K000368,2021 HON. ANN KIRKPATRICK,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9725,9725,2021,1
K000368,2021 HON. ANN KIRKPATRICK,INTERN ALLOWANCES,OFFICE TOTALS:,9725,9725,2021,1
K000391,2021 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2.07,2.07,2021,1
K000391,2021 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,258210.55,258210.55,2021,1
K000391,2021 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2972.32,2972.32,2021,1
K000391,2021 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21231.63,21231.63,2021,1
K000391,2021 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,204.17,204.17,2021,1
K000391,2021 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10470,10470,2021,1
K000391,2021 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2204.54,2204.54,2021,1
K000391,2021 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,525,525,2021,1
K000391,2021 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,295820.28,295820.28,2021,1
K000391,2021 HON. RAJA KRISHNAMOORTHI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,295820.28,295820.28,2021,1
K000391,2021 HON. RAJA KRISHNAMOORTHI,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1300,1300,2021,1
K000391,2021 HON. RAJA KRISHNAMOORTHI,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1300,1300,2021,1
K000391,2021 HON. RAJA KRISHNAMOORTHI,INTERN ALLOWANCES,OFFICE TOTALS:,1300,1300,2021,1
K000382,2021 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6.51,6.51,2021,1
K000382,2021 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,270948.36,270948.36,2021,1
K000382,2021 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4367.38,4367.38,2021,1
K000382,2021 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21857,21857,2021,1
K000382,2021 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,442.59,442.59,2021,1
K000382,2021 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8045,8045,2021,1
K000382,2021 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1265.32,1265.32,2021,1
K000382,2021 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1091.7,1091.7,2021,1
K000382,2021 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,308023.86,308023.86,2021,1
K000382,2021 HON. ANN M. KUSTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,308023.86,308023.86,2021,1
K000382,2021 HON. ANN M. KUSTER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5866.67,5866.67,2021,1
K000382,2021 HON. ANN M. KUSTER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5866.67,5866.67,2021,1
K000382,2021 HON. ANN M. KUSTER,INTERN ALLOWANCES,OFFICE TOTALS:,5866.67,5866.67,2021,1
K000392,2021 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,71.57,71.57,2021,1
K000392,2021 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,191366.66,191366.66,2021,1
K000392,2021 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6059.51,6059.51,2021,1
K000392,2021 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27718.12,27718.12,2021,1
K000392,2021 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,215,215,2021,1
K000392,2021 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10155,10155,2021,1
K000392,2021 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3099.79,3099.79,2021,1
K000392,2021 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3241.68,3241.68,2021,1
K000392,2021 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,241927.33,241927.33,2021,1
K000392,2021 HON. DAVID KUSTOFF,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,241927.33,241927.33,2021,1
L000585,2021 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,42.35,42.35,2021,1
L000585,2021 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,231231.7,231231.7,2021,1
L000585,2021 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3189.12,3189.12,2021,1
L000585,2021 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20304.59,20304.59,2021,1
L000585,2021 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,47,47,2021,1
L000585,2021 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11628.36,11628.36,2021,1
L000585,2021 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13742.3,13742.3,2021,1
L000585,2021 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1944.95,1944.95,2021,1
L000585,2021 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,282130.37,282130.37,2021,1
L000585,2021 HON. DARIN LAHOOD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,282130.37,282130.37,2021,1
L000585,2021 HON. DARIN LAHOOD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3533.33,3533.33,2021,1
L000585,2021 HON. DARIN LAHOOD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3533.33,3533.33,2021,1
L000585,2021 HON. DARIN LAHOOD,INTERN ALLOWANCES,OFFICE TOTALS:,3533.33,3533.33,2021,1
L000578,2021 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,389.73,389.73,2021,1
L000578,2021 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,264745,264745,2021,1
L000578,2021 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6658.45,6658.45,2021,1
L000578,2021 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17716.96,17716.96,2021,1
L000578,2021 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,86,86,2021,1
L000578,2021 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11288,11288,2021,1
L000578,2021 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2906.67,2906.67,2021,1
L000578,2021 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5401.53,5401.53,2021,1
L000578,2021 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,309192.34,309192.34,2021,1
L000578,2021 HON. DOUG LAMALFA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,309192.34,309192.34,2021,1
L000578,2021 HON. DOUG LAMALFA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1925,1925,2021,1
L000578,2021 HON. DOUG LAMALFA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1925,1925,2021,1
L000578,2021 HON. DOUG LAMALFA,INTERN ALLOWANCES,OFFICE TOTALS:,1925,1925,2021,1
M001155,2021 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-46.77,-46.77,2021,1
M001155,2021 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,236723.57,236723.57,2021,1
M001155,2021 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3247.68,3247.68,2021,1
M001155,2021 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37256.39,37256.39,2021,1
M001155,2021 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,967.9,967.9,2021,1
M001155,2021 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12075,12075,2021,1
M001155,2021 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1536.91,1536.91,2021,1
M001155,2021 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1302,1302,2021,1
M001155,2021 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,293062.68,293062.68,2021,1
M001155,2021 HON. CONOR LAMB,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,293062.68,293062.68,2021,1
L000564,2021 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,9091.53,9091.53,2021,1
L000564,2021 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,235314.79,235314.79,2021,1
L000564,2021 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13295.78,13295.78,2021,1
L000564,2021 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,10,10,2021,1
L000564,2021 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18593.24,18593.24,2021,1
L000564,2021 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2301.84,2301.84,2021,1
L000564,2021 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10612.5,10612.5,2021,1
L000564,2021 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18317.9,18317.9,2021,1
L000564,2021 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,603,603,2021,1
L000564,2021 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,308140.58,308140.58,2021,1
L000564,2021 HON. DOUG LAMBORN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,308140.58,308140.58,2021,1
L000564,2021 HON. DOUG LAMBORN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15133.34,15133.34,2021,1
L000564,2021 HON. DOUG LAMBORN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15133.34,15133.34,2021,1
L000564,2021 HON. DOUG LAMBORN,INTERN ALLOWANCES,OFFICE TOTALS:,15133.34,15133.34,2021,1
L000559,2021 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,145.04,145.04,2021,1
L000559,2021 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,253261.03,253261.03,2021,1
L000559,2021 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,950.67,950.67,2021,1
L000559,2021 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29634.7,29634.7,2021,1
L000559,2021 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6036.53,6036.53,2021,1
L000559,2021 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7190.2,7190.2,2021,1
L000559,2021 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,544.26,544.26,2021,1
L000559,2021 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,297762.43,297762.43,2021,1
L000559,2021 HON. JAMES R. LANGEVIN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,297762.43,297762.43,2021,1
L000560,2021 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-69,-69,2021,1
L000560,2021 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,216705.56,216705.56,2021,1
L000560,2021 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6056.33,6056.33,2021,1
L000560,2021 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,9906.37,9906.37,2021,1
L000560,2021 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1.25,1.25,2021,1
L000560,2021 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12591.67,12591.67,2021,1
L000560,2021 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2490.99,2490.99,2021,1
L000560,2021 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5370.99,5370.99,2021,1
L000560,2021 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,253054.16,253054.16,2021,1
L000560,2021 HON. RICK LARSEN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,253054.16,253054.16,2021,1
L000560,2021 HON. RICK LARSEN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1450,1450,2021,1
L000560,2021 HON. RICK LARSEN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1450,1450,2021,1
L000560,2021 HON. RICK LARSEN,INTERN ALLOWANCES,OFFICE TOTALS:,1450,1450,2021,1
L000557,2021 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,214.26,214.26,2021,1
L000557,2021 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,273928.35,273928.35,2021,1
L000557,2021 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1816.6,1816.6,2021,1
L000557,2021 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15900.77,15900.77,2021,1
L000557,2021 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20,20,2021,1
L000557,2021 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5864.34,5864.34,2021,1
L000557,2021 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3419.79,3419.79,2021,1
L000557,2021 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,720,720,2021,1
L000557,2021 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,301884.11,301884.11,2021,1
L000557,2021 HON. JOHN B. LARSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,301884.11,301884.11,2021,1
L000566,2021 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1145.22,1145.22,2021,1
L000566,2021 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,225106.1,225106.1,2021,1
L000566,2021 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1814.8,1814.8,2021,1
L000566,2021 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23718.98,23718.98,2021,1
L000566,2021 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,63.7,63.7,2021,1
L000566,2021 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20735,20735,2021,1
L000566,2021 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14085.84,14085.84,2021,1
L000566,2021 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1121.4,1121.4,2021,1
L000566,2021 HON. ROBERT E. LATTA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,287791.04,287791.04,2021,1
