BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
J000295,2020 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23230.41,16626.28
J000295,2020 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8246.31,3999.39
J000295,2020 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,992848.78,305694.21
J000295,2020 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,992848.78,305694.21
J000295,2020 HON. DAVID P. JOYCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17424,1924
J000295,2020 HON. DAVID P. JOYCE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17424,1924
J000295,2020 HON. DAVID P. JOYCE,INTERN ALLOWANCES,OFFICE TOTALS:,17424,1924
J000302,2020 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,124997.72,597.37
J000302,2020 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,926539.2,281444.45
J000302,2020 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18164.39,7645.31
J000302,2020 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,47724.33,9085.22
J000302,2020 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,56738.8,2822.8
J000302,2020 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18400.75,7780.67
J000302,2020 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,28571.22,19983.38
J000302,2020 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3410.89,924
J000302,2020 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1224547.3,330283.2
J000302,2020 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1224547.3,330283.2
J000302,2020 HON. JOHN JOYCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,23588.74,2275
J000302,2020 HON. JOHN JOYCE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,23588.74,2275
J000302,2020 HON. JOHN JOYCE,INTERN ALLOWANCES,OFFICE TOTALS:,23588.74,2275
K000009,2020 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16858.99,428.34
K000009,2020 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,790268.17,231208.3
K000009,2020 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,29151.99,6923.01
K000009,2020 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,111037.4,23305.34
K000009,2020 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20883.53,2200
K000009,2020 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15683.3,3900
K000009,2020 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18249.3,3946.42
K000009,2020 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,17099.23,5223.98
K000009,2020 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1019231.91,277135.39
K000009,2020 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1019231.91,277135.39
K000009,2020 HON. MARCY KAPTUR,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8555.57,4666.67
K000009,2020 HON. MARCY KAPTUR,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8555.57,4666.67
K000009,2020 HON. MARCY KAPTUR,INTERN ALLOWANCES,OFFICE TOTALS:,8555.57,4666.67
K000386,2020 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,111385.94,341.48
K000386,2020 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,799020.57,235692.71
K000386,2020 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15142.46,2198.2
K000386,2020 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,70413.98,14261.59
K000386,2020 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,179608.18,3904
K000386,2020 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26484.28,7174.28
K000386,2020 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10725.07,8988.56
K000386,2020 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4014,1003.5
K000386,2020 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1216794.48,273564.32
K000386,2020 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1216794.48,273564.32
K000386,2020 HON. JOHN KATKO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2316.67,0
K000386,2020 HON. JOHN KATKO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2316.67,0
K000386,2020 HON. JOHN KATKO,INTERN ALLOWANCES,OFFICE TOTALS:,2316.67,0
K000375,2020 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6149.39,236.39
K000375,2020 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1126367.45,327391.72
K000375,2020 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18004.19,3198.47
K000375,2020 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,98019.19,25800.4
K000375,2020 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4370.71,0
K000375,2020 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8314.02,1608.5
K000375,2020 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,21246.86,16192.9
K000375,2020 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1852.8,463.2
K000375,2020 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1284324.61,374891.58
K000375,2020 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1284324.61,374891.58
K000375,2020 HON. WILLIAM R. KEATING,INTERN ALLOWANCES,PERSONNEL COMPENSATION,18260.46,5907
K000375,2020 HON. WILLIAM R. KEATING,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,18260.46,5907
K000375,2020 HON. WILLIAM R. KEATING,INTERN ALLOWANCES,OFFICE TOTALS:,18260.46,5907
K000395,2020 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,56221.74,702.91
K000395,2020 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,952712.29,273984.51
K000395,2020 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23232.57,4770.14
K000395,2020 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,115603.74,22495.72
K000395,2020 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,89324.28,23390.81
K000395,2020 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19511,5787
K000395,2020 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23569.03,15757.61
K000395,2020 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1769.27,689.27
K000395,2020 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1281943.92,347577.97
K000395,2020 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1281943.92,347577.97
K000395,2020 HON. FRED KELLER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6170.45,0
K000395,2020 HON. FRED KELLER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6170.45,0
K000395,2020 HON. FRED KELLER,INTERN ALLOWANCES,OFFICE TOTALS:,6170.45,0
K000376,2020 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1775.4,265.27
K000376,2020 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1032571.01,312245.59
K000376,2020 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25710.75,4270.22
K000376,2020 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,139325.84,26407
K000376,2020 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,29381.91,1777.43
K000376,2020 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,41601.19,10134.77
K000376,2020 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,43791.37,18507.56
K000376,2020 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8866.6,1712
K000376,2020 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1323024.07,375319.84
K000376,2020 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1323024.07,375319.84
K000376,2020 HON. MIKE KELLY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8840,3420
K000376,2020 HON. MIKE KELLY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8840,3420
K000376,2020 HON. MIKE KELLY,INTERN ALLOWANCES,OFFICE TOTALS:,8840,3420
K000385,2020 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,217.63,-27.28
K000385,2020 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1178362.42,336268.48
K000385,2020 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,28247.85,3640.29
K000385,2020 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,123617.39,30531.4
K000385,2020 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1901.27,283.79
K000385,2020 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23968.17,5744.85
K000385,2020 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16551.73,9129.44
K000385,2020 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10277.74,772
K000385,2020 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1383144.2,386342.97
K000385,2020 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1383144.2,386342.97
K000385,2020 HON. ROBIN L. KELLY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2800,0
K000385,2020 HON. ROBIN L. KELLY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2800,0
K000385,2020 HON. ROBIN L. KELLY,INTERN ALLOWANCES,OFFICE TOTALS:,2800,0
K000388,2020 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1615.16,531.26
K000388,2020 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1158215.45,356769.37
K000388,2020 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,40938.53,8594.26
K000388,2020 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,91825.8,23594.86
K000388,2020 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2140.79,292.85
K000388,2020 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25407.39,6470.87
K000388,2020 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,24995.8,17397.14
K000388,2020 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3112,816
K000388,2020 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1348250.92,414466.61
K000388,2020 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1348250.92,414466.61
K000388,2020 HON. TRENT KELLY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15060,4680
K000388,2020 HON. TRENT KELLY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15060,4680
K000388,2020 HON. TRENT KELLY,INTERN ALLOWANCES,OFFICE TOTALS:,15060,4680
K000379,2020 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,65297.86,40.93
K000379,2020 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1115866.41,336555.95
K000379,2020 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6657.55,1260.7
K000379,2020 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,69574.66,7452.38
K000379,2020 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,77185.68,95
K000379,2020 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,385,85
K000379,2020 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7142.15,901.01
K000379,2020 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,15395.63,466.5
K000379,2020 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1357504.94,346857.47
K000379,2020 HON. JOSEPH P. KENNEDY  III,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1357504.94,346857.47
K000379,2020 HON. JOSEPH P. KENNEDY  III,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5266.66,0
K000379,2020 HON. JOSEPH P. KENNEDY  III,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5266.66,0
K000379,2020 HON. JOSEPH P. KENNEDY  III,INTERN ALLOWANCES,OFFICE TOTALS:,5266.66,0
K000389,2020 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13570.44,-2.61
K000389,2020 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1103636.24,326818.74
K000389,2020 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3201.66,0
K000389,2020 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,71237.8,23014.12
K000389,2020 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,14232.52,26.46
K000389,2020 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3500,0
K000389,2020 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,38373.8,36497.04
K000389,2020 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2867.3,617.3
K000389,2020 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1250619.76,386971.05
K000389,2020 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1250619.76,386971.05
K000380,2020 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,60874.35,39.3
K000380,2020 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1076557.6,336710.02
K000380,2020 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13892.56,3800.33
K000380,2020 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,69095.62,18791.22
K000380,2020 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,67386.13,1291.57
K000380,2020 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23233.35,4164.4
K000380,2020 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,30980.43,25889.1
K000380,2020 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2029.29,490.5
K000380,2020 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1344049.33,391176.44
K000380,2020 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1344049.33,391176.44
K000380,2020 HON. DANIEL T. KILDEE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8840,0
K000380,2020 HON. DANIEL T. KILDEE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8840,0
K000380,2020 HON. DANIEL T. KILDEE,INTERN ALLOWANCES,OFFICE TOTALS:,8840,0
K000381,2020 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1352.74,245.19
K000381,2020 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,988073.04,286689.67
K000381,2020 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13986.41,1392.76
K000381,2020 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,40613.94,8073
K000381,2020 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,296.53,0
K000381,2020 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,34354.77,31316.68
K000381,2020 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,11656.34,3739.34
K000381,2020 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1090333.77,331456.64
K000381,2020 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1090333.77,331456.64
K000381,2020 HON. DEREK KILMER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14043.33,4260
K000381,2020 HON. DEREK KILMER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14043.33,4260
K000381,2020 HON. DEREK KILMER,INTERN ALLOWANCES,OFFICE TOTALS:,14043.33,4260
K000394,2020 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,58719.99,3236.72
K000394,2020 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1123496.6,381861.11
K000394,2020 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5865.56,867.56
K000394,2020 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,53392.9,22264.43
K000394,2020 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,47719.36,134.63
K000394,2020 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,16899,4602
K000394,2020 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,26972.94,22767.48
K000394,2020 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9684.94,4056.04
K000394,2020 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1342751.29,439789.97
K000394,2020 HON. ANDY KIM,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1342751.29,439789.97
K000394,2020 HON. ANDY KIM,INTERN ALLOWANCES,PERSONNEL COMPENSATION,23499.99,5519.99
K000394,2020 HON. ANDY KIM,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,23499.99,5519.99
K000394,2020 HON. ANDY KIM,INTERN ALLOWANCES,OFFICE TOTALS:,23499.99,5519.99
K000188,2020 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,52867.36,11458.14
K000188,2020 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,992938.06,255833.58
K000188,2020 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18960.57,3039.39
K000188,2020 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,92420.53,16578.5
K000188,2020 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,12736.09,6056.9
K000188,2020 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23201.49,5685
K000188,2020 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,30277.24,22293.72
K000188,2020 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,17820.1,5206.32
K000188,2020 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1241221.44,326151.55
K000188,2020 HON. RON KIND,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1241221.44,326151.55
K000188,2020 HON. RON KIND,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15066.66,8400
K000188,2020 HON. RON KIND,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15066.66,8400
K000188,2020 HON. RON KIND,INTERN ALLOWANCES,OFFICE TOTALS:,15066.66,8400
K000210,2020 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,616.18,341.22
K000210,2020 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1142221.68,427773.94
K000210,2020 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4096.75,584
K000210,2020 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,20,20
K000210,2020 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,114962.66,28583.26
K000210,2020 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,872.9,380
K000210,2020 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,47073.16,13338.16
K000210,2020 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9058.67,2101.45
K000210,2020 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8977.74,1734.87
K000210,2020 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1327899.74,474856.9
K000210,2020 HON. PETER T.  KING,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1327899.74,474856.9
K000210,2020 HON. PETER T.  KING,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9626,0
K000210,2020 HON. PETER T.  KING,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9626,0
K000210,2020 HON. PETER T.  KING,INTERN ALLOWANCES,OFFICE TOTALS:,9626,0
K000362,2020 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2759.62,1219.24
K000362,2020 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1163500.72,440268.82
K000362,2020 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,48037.34,12756.4
K000362,2020 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,93310.37,17069.82
K000362,2020 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1587.17,164.33
K000362,2020 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27501.45,8651.12
K000362,2020 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,19315.7,5805.99
K000362,2020 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10824.05,3706.77
K000362,2020 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1366836.42,489642.49
K000362,2020 HON. STEVE KING,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1366836.42,489642.49
K000378,2020 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22937.47,1629.7
K000378,2020 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1163296.44,329747.27
K000378,2020 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21347.13,4114.86
K000378,2020 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,111760.4,24849.82
K000378,2020 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,23845.42,16515.8
K000378,2020 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3900,1050
K000378,2020 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,31109.93,25445.57
K000378,2020 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6429.82,360
K000378,2020 HON. ADAM KINZINGER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1384626.61,403713.02
