BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
P000034,2020 HON. FRANK PALLONE  JR.,INTERN ALLOWANCES,OFFICE TOTALS:,2500,0
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,158.73,64.3
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,435452.76,226152.78
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12116.7,3719.28
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30783.31,17238.08
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,709.94,317.64
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2107.59,827.46
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1644,822
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,482973.03,249141.54
P000609,2020 HON. GARY J. PALMER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,482973.03,249141.54
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,527.84,4.3
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,476389.52,240420.08
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21871.77,6370.53
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,55705.82,31765.75
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2211.18,997.72
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20919,10632
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3896.58,1589.37
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,530.42,275.39
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,582052.13,292055.14
P000613,2020 HON. JIMMY PANETTA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,582052.13,292055.14
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4192.14,286.14
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,478002.7,254791.64
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,13259.93,4014.74
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,78248.02,73520.83
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,16543.69,15376.92
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5289.42,3686.39
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3683.08,2128.05
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,599218.98,353804.71
P000614,2020 HON. CHRIS PAPPAS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,599218.98,353804.71
P000614,2020 HON. CHRIS PAPPAS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,10160,3640
P000614,2020 HON. CHRIS PAPPAS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,10160,3640
P000614,2020 HON. CHRIS PAPPAS,INTERN ALLOWANCES,OFFICE TOTALS:,10160,3640
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11.67,1.95
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,450958.02,228012.48
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4452.8,1136.8
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,94690.79,68758.06
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6688.34,925.53
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,40589.9,20469.97
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4050.03,800.13
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2554.94,2107.04
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,603996.49,322211.96
P000096,2020 HON. BILL PASCRELL  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,603996.49,322211.96
P000096,2020 HON. BILL PASCRELL  JR.,INTERN ALLOWANCES,PERSONNEL COMPENSATION,480,0
P000096,2020 HON. BILL PASCRELL  JR.,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,480,0
P000096,2020 HON. BILL PASCRELL  JR.,INTERN ALLOWANCES,OFFICE TOTALS:,480,0
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,53064.04,12.24
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,437921.58,221421.03
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9220.62,3855.85
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,68196.33,35920.71
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,13499.89,13260.09
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11370,5685
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2673.02,1130.53
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3110.76,1555.38
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,599056.24,282840.83
P000604,2020 HON. DONALD M. PAYNE  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,599056.24,282840.83
P000604,2020 HON. DONALD M. PAYNE  JR.,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4140,0
P000604,2020 HON. DONALD M. PAYNE  JR.,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4140,0
P000604,2020 HON. DONALD M. PAYNE  JR.,INTERN ALLOWANCES,OFFICE TOTALS:,4140,0
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,830.59,41.47
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,495736.44,249730.4
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9414.82,5461.61
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,117288.33,79714.38
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,493.02,0
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8339.12,4314.81
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1752.36,-253.38
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2116,783
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,635970.68,339792.29
P000197,2020 HON. NANCY PELOSI,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,635970.68,339792.29
P000197,2020 HON. NANCY PELOSI,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3420,0
P000197,2020 HON. NANCY PELOSI,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3420,0
P000197,2020 HON. NANCY PELOSI,INTERN ALLOWANCES,OFFICE TOTALS:,3420,0
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,30219.4,30005.4
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,459372.06,235077.84
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7637.51,2933.72
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24485.13,20748.89
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,53407.61,53071.57
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2000,0
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13267.13,2686.01
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5836.48,4432.48
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,596225.32,348955.91
P000615,2020 HON. GREG PENCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,596225.32,348955.91
P000615,2020 HON. GREG PENCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7133.33,1200
P000615,2020 HON. GREG PENCE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7133.33,1200
P000615,2020 HON. GREG PENCE,INTERN ALLOWANCES,OFFICE TOTALS:,7133.33,1200
P000593,2020 HON. ED PERLMUTTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22146.56,21890.75
P000593,2020 HON. ED PERLMUTTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,507522.1,256499.94
P000593,2020 HON. ED PERLMUTTER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14602.34,5800.51
P000593,2020 HON. ED PERLMUTTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,70053.14,39726.17
P000593,2020 HON. ED PERLMUTTER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,64620.74,64613.74
P000593,2020 HON. ED PERLMUTTER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13168,6555
P000593,2020 HON. ED PERLMUTTER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4817.38,2542.82
P000593,2020 HON. ED PERLMUTTER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2092.49,1582.49
P000593,2020 HON. ED PERLMUTTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,699022.75,399211.42
P000593,2020 HON. ED PERLMUTTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,699022.75,399211.42
P000593,2020 HON. ED PERLMUTTER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6230.39,3775.98
P000593,2020 HON. ED PERLMUTTER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6230.39,3775.98
P000593,2020 HON. ED PERLMUTTER,INTERN ALLOWANCES,OFFICE TOTALS:,6230.39,3775.98
P000605,2020 HON. SCOTT PERRY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,23302.68,219.03
P000605,2020 HON. SCOTT PERRY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,477049.76,235340.8
P000605,2020 HON. SCOTT PERRY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1267.38,1219.01
P000605,2020 HON. SCOTT PERRY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,71853.99,41373.28
P000605,2020 HON. SCOTT PERRY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,39.95,0
P000605,2020 HON. SCOTT PERRY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1227,90
P000605,2020 HON. SCOTT PERRY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4693.14,2819.27
P000605,2020 HON. SCOTT PERRY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2596.98,1298.49
P000605,2020 HON. SCOTT PERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,582030.88,282359.88
P000605,2020 HON. SCOTT PERRY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,582030.88,282359.88
P000605,2020 HON. SCOTT PERRY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,150,150
P000605,2020 HON. SCOTT PERRY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,150,150
P000605,2020 HON. SCOTT PERRY,INTERN ALLOWANCES,OFFICE TOTALS:,150,150
P000608,2020 HON. SCOTT H. PETERS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4265.51,168.44
P000608,2020 HON. SCOTT H. PETERS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,481900.97,263585.94
P000608,2020 HON. SCOTT H. PETERS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11686.82,4549.4
P000608,2020 HON. SCOTT H. PETERS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,41152.85,24855.71
P000608,2020 HON. SCOTT H. PETERS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1249.16,606.2
P000608,2020 HON. SCOTT H. PETERS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9755,5685
P000608,2020 HON. SCOTT H. PETERS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2310.8,399.45
P000608,2020 HON. SCOTT H. PETERS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1782.79,980.29
P000608,2020 HON. SCOTT H. PETERS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,554103.9,300830.43
P000608,2020 HON. SCOTT H. PETERS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,554103.9,300830.43
P000608,2020 HON. SCOTT H. PETERS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4800,0
P000608,2020 HON. SCOTT H. PETERS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4800,0
P000608,2020 HON. SCOTT H. PETERS,INTERN ALLOWANCES,OFFICE TOTALS:,4800,0
P000258,2020 HON. COLLIN C. PETERSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-89.29,-133.49
P000258,2020 HON. COLLIN C. PETERSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,492816.62,249874.98
P000258,2020 HON. COLLIN C. PETERSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8251.86,6453.24
P000258,2020 HON. COLLIN C. PETERSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27832.29,14984.23
P000258,2020 HON. COLLIN C. PETERSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,97.5,97.5
P000258,2020 HON. COLLIN C. PETERSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15270,7635
P000258,2020 HON. COLLIN C. PETERSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,866.22,126.08
P000258,2020 HON. COLLIN C. PETERSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1366.5,683.25
P000258,2020 HON. COLLIN C. PETERSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,546411.7,279720.79
P000258,2020 HON. COLLIN C. PETERSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,546411.7,279720.79
P000258,2020 HON. COLLIN C. PETERSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4333.33,2000
P000258,2020 HON. COLLIN C. PETERSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4333.33,2000
P000258,2020 HON. COLLIN C. PETERSON,INTERN ALLOWANCES,OFFICE TOTALS:,4333.33,2000
P000616,2020 HON. DEAN PHILLIPS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7559.26,7441.29
P000616,2020 HON. DEAN PHILLIPS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,465541.01,236463.29
P000616,2020 HON. DEAN PHILLIPS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14312.18,7049
P000616,2020 HON. DEAN PHILLIPS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12888.13,8131.88
P000616,2020 HON. DEAN PHILLIPS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,18323.61,17418.76
P000616,2020 HON. DEAN PHILLIPS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3708.72,3090.72
P000616,2020 HON. DEAN PHILLIPS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13117.5,1171.32
P000616,2020 HON. DEAN PHILLIPS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,0,-2232.06
P000616,2020 HON. DEAN PHILLIPS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,535450.41,278534.2
P000616,2020 HON. DEAN PHILLIPS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,535450.41,278534.2
P000616,2020 HON. DEAN PHILLIPS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11883.4,5643.36
P000616,2020 HON. DEAN PHILLIPS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11883.4,5643.36
P000616,2020 HON. DEAN PHILLIPS,INTERN ALLOWANCES,OFFICE TOTALS:,11883.4,5643.36
P000597,2020 HON. CHELLIE PINGREE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,706.46,353.08
P000597,2020 HON. CHELLIE PINGREE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,529123.3,272994.43
P000597,2020 HON. CHELLIE PINGREE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16611.48,3052.96
P000597,2020 HON. CHELLIE PINGREE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,54518.68,33975.57
P000597,2020 HON. CHELLIE PINGREE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4148,2365
P000597,2020 HON. CHELLIE PINGREE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12086.96,7277.08
P000597,2020 HON. CHELLIE PINGREE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3989.17,1135.8
P000597,2020 HON. CHELLIE PINGREE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2854,1013
P000597,2020 HON. CHELLIE PINGREE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,624038.05,322166.92
P000597,2020 HON. CHELLIE PINGREE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,624038.05,322166.92
P000597,2020 HON. CHELLIE PINGREE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15972.67,5302.67
P000597,2020 HON. CHELLIE PINGREE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15972.67,5302.67
P000597,2020 HON. CHELLIE PINGREE,INTERN ALLOWANCES,OFFICE TOTALS:,15972.67,5302.67
P000610,2020 HON. STACEY E. PLASKETT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,609.27,104.56
P000610,2020 HON. STACEY E. PLASKETT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,379500.02,192000
P000610,2020 HON. STACEY E. PLASKETT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,46387.8,6572.65
P000610,2020 HON. STACEY E. PLASKETT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,73228.33,38490.58
P000610,2020 HON. STACEY E. PLASKETT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,7944.7,7410
P000610,2020 HON. STACEY E. PLASKETT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20901.98,12204.74
P000610,2020 HON. STACEY E. PLASKETT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14229,6629.54
P000610,2020 HON. STACEY E. PLASKETT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,12674.95,9445.95
P000610,2020 HON. STACEY E. PLASKETT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,555476.05,272858.02
P000610,2020 HON. STACEY E. PLASKETT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,555476.05,272858.02
P000610,2020 HON. STACEY E. PLASKETT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1800,1800
P000610,2020 HON. STACEY E. PLASKETT,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1800,1800
P000610,2020 HON. STACEY E. PLASKETT,INTERN ALLOWANCES,OFFICE TOTALS:,1800,1800
P000607,2020 HON. MARK POCAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,59.02,-3.8
P000607,2020 HON. MARK POCAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,510372.21,251555.53
P000607,2020 HON. MARK POCAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6346.05,3136.64
P000607,2020 HON. MARK POCAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,49834.12,24028.24
P000607,2020 HON. MARK POCAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1911.21,1470.84
P000607,2020 HON. MARK POCAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17561.99,10541.99
P000607,2020 HON. MARK POCAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4536.06,2028.63
P000607,2020 HON. MARK POCAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1972.59,438
P000607,2020 HON. MARK POCAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,592593.25,293196.07
P000607,2020 HON. MARK POCAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,592593.25,293196.07
P000607,2020 HON. MARK POCAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14280,2800
P000607,2020 HON. MARK POCAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14280,2800
P000607,2020 HON. MARK POCAN,INTERN ALLOWANCES,OFFICE TOTALS:,14280,2800
P000618,2020 HON. KATIE PORTER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,30409.3,30274.82
P000618,2020 HON. KATIE PORTER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,446332.04,219068.08
P000618,2020 HON. KATIE PORTER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6172.93,4040.66
P000618,2020 HON. KATIE PORTER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14139.53,10459.07
P000618,2020 HON. KATIE PORTER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,93980.32,93460.77
P000618,2020 HON. KATIE PORTER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2725.45,2025.45
P000618,2020 HON. KATIE PORTER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3353.33,1548.93
P000618,2020 HON. KATIE PORTER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5456.65,798.6
P000618,2020 HON. KATIE PORTER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,602569.55,361676.38
P000618,2020 HON. KATIE PORTER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,602569.55,361676.38
P000618,2020 HON. KATIE PORTER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8940.56,4400
P000618,2020 HON. KATIE PORTER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8940.56,4400
P000618,2020 HON. KATIE PORTER,INTERN ALLOWANCES,OFFICE TOTALS:,8940.56,4400
P000599,2020 HON. BILL POSEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,68048.2,57753.46
P000599,2020 HON. BILL POSEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,486296.69,242203.48
P000599,2020 HON. BILL POSEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8428.22,2485.41
P000599,2020 HON. BILL POSEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14998.63,10952.76
P000599,2020 HON. BILL POSEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,77516.21,76561.26
P000599,2020 HON. BILL POSEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2874.23,906.54
P000599,2020 HON. BILL POSEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5355.9,240
P000599,2020 HON. BILL POSEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,663518.08,391102.91
P000599,2020 HON. BILL POSEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,663518.08,391102.91
P000599,2020 HON. BILL POSEY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8750,600
P000599,2020 HON. BILL POSEY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8750,600
P000599,2020 HON. BILL POSEY,INTERN ALLOWANCES,OFFICE TOTALS:,8750,600
P000617,2020 HON. AYANNA PRESSLEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,162.14,8.12
P000617,2020 HON. AYANNA PRESSLEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,496564.75,243530.85
P000617,2020 HON. AYANNA PRESSLEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12127.32,364.79
